Isin,CurrencyCode,Ticker,company_name,environment_grade,environment_level,environment_score,esg_id,exchange_symbol,governance_grade,governance_level,governance_score,last_processing_date,social_grade,social_level,social_score,stock_symbol,total,total_grade,total_level
US0268747849,USD,System.Object[],"American International Group, Inc.",A,High,538,390,NYSE,BB,Medium,314,20230221,BB,Medium,315,AIG,1167,BBB,High
US03027X1000,USD,System.Object[],American Tower Corporation (REIT),A,High,515,415,NYSE,BB,Medium,305,20230221,BB,Medium,314,AMT,1134,BBB,High
US0304201033,USD,System.Object[],"American Water Works Company, Inc.",AA,Excellent,680,418,NYSE,BB,Medium,300,20230221,BBB,High,407,AWK,1387,A,High
US03076C1062,USD,System.Object[],"Ameriprise Financial, Inc.",A,High,510,422,NYSE,B,Medium,277,20230221,BB,Medium,322,AMP,1109,BBB,High
US03073E1055,USD,System.Object[],AmerisourceBergen Corporation,A,High,550,426,NYSE,BB,Medium,300,20230221,BB,Medium,315,ABC,1165,BBB,High
US0311001004,USD,System.Object[],"AMETEK, Inc.",A,High,545,430,NYSE,BB,Medium,300,20230221,BB,Medium,330,AME,1175,BBB,High
US0311621009,USD,System.Object[],Amgen Inc.,A,High,530,432,NASDAQ,BB,Medium,310,20230221,BB,Medium,322,AMGN,1162,BBB,High
US0320951017,USD,System.Object[],Amphenol Corporation,A,High,515,439,NYSE,BB,Medium,315,20230221,BB,Medium,326,APH,1156,BBB,High
US0326541051,USD,System.Object[],"Analog Devices, Inc.",A,High,528,448,NASDAQ,BB,Medium,318,20230221,BB,Medium,318,ADI,1164,BBB,High
US03662Q1058,USD,System.Object[],"ANSYS, Inc.",A,High,570,473,NASDAQ,BB,Medium,310,20230221,BB,Medium,335,ANSS,1215,A,High
US0378331005,USD,System.Object[],Apple Inc.,BB,Medium,355,502,NASDAQ,B,Medium,255,20230221,B,Medium,281,AAPL,891,BB,Medium
US0382221051,USD,System.Object[],"Applied Materials, Inc.",A,High,507,508,NASDAQ,BB,Medium,300,20230221,BB,Medium,300,AMAT,1107,BBB,High
JE00B783TY65,USD,System.Object[],Aptiv PLC,A,High,530,71797,NYSE,BB,Medium,310,20230301,BB,Medium,363,APTV,1203,A,High
US0394831020,USD,System.Object[],Archer-Daniels-Midland Company,A,High,566,543,NYSE,BB,Medium,310,20230221,BB,Medium,331,ADM,1207,A,High
US0404131064,USD,System.Object[],"Arista Networks, Inc.",A,High,515,565,NYSE,BB,Medium,300,20230221,BB,Medium,341,ANET,1156,BBB,High
US3635761097,USD,System.Object[],Arthur J. Gallagher & Co.,A,High,515,586,NYSE,BB,Medium,320,20230221,BB,Medium,345,AJG,1180,BBB,High
US04621X1081,USD,System.Object[],"Assurant, Inc.",A,High,500,628,NYSE,BB,Medium,300,20230221,BB,Medium,300,AIZ,1100,BBB,High
US0258161092,USD,System.Object[],American Express Company,B,Medium,205,383,NYSE,B,Medium,205,20230221,B,Medium,229,AXP,639,B,Medium
US02376R1023,USD,System.Object[],American Airlines Group Inc.,BBB,High,477,362,NASDAQ,B,Medium,288,20230221,BB,Medium,333,AAL,1098,BBB,High
US0236081024,USD,System.Object[],Ameren Corporation,BBB,High,455,356,NYSE,BB,Medium,318,20230221,BB,Medium,330,AEE,1103,BBB,High
US0231351067,USD,System.Object[],"Amazon.com, Inc.",AA,Excellent,660,342,NASDAQ,BBB,High,460,20230221,BB,Medium,308,AMZN,1428,A,High
US02209S1033,USD,System.Object[],"Altria Group, Inc.",A,High,505,326,NYSE,BB,Medium,300,20230221,BB,Medium,301,MO,1106,BBB,High
US02079K1079,USD,System.Object[],Alphabet Inc,B,Medium,235,70870,NASDAQ,BB,Medium,315,20230301,BB,Medium,313,GOOG,863,BB,Medium
US0188021085,USD,System.Object[],Alliant Energy Corporation,A,High,508,280,NASDAQ,BB,Medium,320,20230221,BB,Medium,335,LNT,1163,BBB,High
IE00BFRT3W74,USD,System.Object[],Allegion plc,A,High,567,271,NYSE,BB,Medium,325,20230221,BB,Medium,318,ALLE,1210,A,High
US0162551016,USD,System.Object[],"Align Technology, Inc.",B,Medium,250,255,NASDAQ,B,Medium,250,20230221,B,Medium,266,ALGN,766,BB,Medium
US0152711091,USD,System.Object[],"Alexandria Real Estate Equities, Inc.",A,High,538,246,NYSE,BB,Medium,300,20230221,BB,Medium,328,ARE,1166,BBB,High
US0126531013,USD,System.Object[],Albemarle Corporation,A,High,538,239,NYSE,BB,Medium,305,20230221,BB,Medium,335,ALB,1178,BBB,High
US0116591092,USD,System.Object[],"Alaska Air Group, Inc.",A,High,525,234,NYSE,B,Medium,293,20230221,BB,Medium,303,ALK,1121,BBB,High
US00971T1016,USD,System.Object[],"Akamai Technologies, Inc.",AA,Excellent,620,220,NASDAQ,BB,Medium,350,20230221,BB,Medium,348,AKAM,1318,A,High
US0091581068,USD,System.Object[],"Air Products and Chemicals, Inc.",AA,Excellent,700,209,NYSE,BB,Medium,305,20230221,BB,Medium,382,APD,1387,A,High
US00846U1016,USD,System.Object[],"Agilent Technologies, Inc.",A,High,548,182,NYSE,BB,Medium,300,20230221,B,Medium,226,A,1074,BBB,High
US0010551028,USD,System.Object[],Aflac Incorporated,A,High,500,168,NYSE,B,Medium,270,20230221,BB,Medium,300,AFL,1070,BBB,High
US0079031078,USD,System.Object[],"Advanced Micro Devices, Inc.",B,Medium,210,132,NASDAQ,B,Medium,200,20230221,B,Medium,211,AMD,621,B,Medium
US00751Y1064,USD,System.Object[],"Advance Auto Parts, Inc.",B,Medium,242,125,NYSE,B,Medium,210,20230221,B,Medium,294,AAP,746,B,Medium
US00724F1012,USD,System.Object[],Adobe Inc.,B,Medium,245,121,NASDAQ,B,Medium,240,20230221,B,Medium,204,ADBE,689,B,Medium
US00507V1098,USD,System.Object[],"Activision Blizzard, Inc.",B,Medium,285,95,NASDAQ,BB,Medium,330,20230221,BB,Medium,341,ATVI,956,BBB,High
IE00B4BNMY34,USD,System.Object[],Accenture plc,A,High,570,75,NYSE,BB,Medium,345,20230221,BB,Medium,319,ACN,1234,A,High
US00287Y1091,USD,System.Object[],AbbVie Inc.,A,High,500,45,NYSE,BB,Medium,308,20230221,BB,Medium,305,ABBV,1113,BBB,High
US0028241000,USD,System.Object[],Abbott Laboratories,A,High,520,44,NYSE,BB,Medium,354,20230221,BB,Medium,355,ABT,1229,A,High
US8318652091,USD,System.Object[],A. O. Smith Corporation,A,High,528,29,NYSE,BB,Medium,310,20230221,BB,Medium,320,AOS,1158,BBB,High
US88579Y1010,USD,System.Object[],3M Company,A,High,517,16,NYSE,BB,Medium,305,20230221,BB,Medium,331,MMM,1153,BBB,High
US12541W2098,USD,System.Object[],"C.H. Robinson Worldwide, Inc.",A,High,505,1225,NASDAQ,BB,Medium,310,20230221,BB,Medium,302,CHRW,1117,BBB,High
US1273871087,USD,System.Object[],"Cadence Design Systems, Inc.",A,High,555,1236,NASDAQ,BB,Medium,340,20230221,BB,Medium,312,CDNS,1207,A,High
US1344291091,USD,System.Object[],Campbell Soup Company,A,High,592,1273,NYSE,BB,Medium,328,20230221,BB,Medium,350,CPB,1270,A,High
US14040H1059,USD,System.Object[],Capital One Financial Corporation,A,High,580,1328,NYSE,BB,Medium,310,20230221,BB,Medium,302,COF,1192,BBB,High
BMG169621056,USD,System.Object[],Bunge Limited,BBB,High,489,1207,NYSE,BB,Medium,310,20230221,B,Medium,240,BG,1039,BBB,High
US11133T1034,USD,System.Object[],"Broadridge Financial Solutions, Inc.",AA,Excellent,637,1169,NYSE,BB,Medium,373,20230221,BB,Medium,366,BR,1376,A,High
US1101221083,USD,System.Object[],Bristol-Myers Squibb Company,A,High,530,1161,NYSE,BB,Medium,305,20230221,BB,Medium,330,BMY,1165,BBB,High
US1011371077,USD,System.Object[],Boston Scientific Corporation,A,High,535,1114,NYSE,BB,Medium,305,20230221,BB,Medium,356,BSX,1196,BBB,High
US1011211018,USD,System.Object[],"Boston Properties, Inc.",A,High,528,1113,NYSE,BB,Medium,300,20230221,BB,Medium,347,BXP,1175,BBB,High
US0997241064,USD,System.Object[],BorgWarner Inc.,A,High,515,1107,NYSE,BB,Medium,300,20230221,BB,Medium,326,BWA,1141,BBB,High
US0970231058,USD,System.Object[],Bangkok Airways Public Company Limited,B,Medium,220,24634,BKK,B,Medium,235,20230226,B,Medium,224,BA,679,B,Medium
US09062X1037,USD,System.Object[],Biogen Inc.,A,High,505,959,NASDAQ,BB,Medium,300,20230221,BB,Medium,301,BIIB,1106,BBB,High
US09073M1045,USD,System.Object[],Bio-Techne Corporation,A,High,526,988,NASDAQ,BB,Medium,300,20230221,B,Medium,274,TECH,1100,BBB,High
US0905722072,USD,System.Object[],"Bio-Rad Laboratories, Inc.",BB,Medium,310,978,NYSE,BB,Medium,300,20230221,B,Medium,227,BIO,837,BB,Medium
US0865161014,USD,System.Object[],"Best Buy Co., Inc.",BBB,High,495,929,NYSE,BB,Medium,305,20230221,B,Medium,237,BBY,1037,BBB,High
US0846701086,USD,System.Object[],Berkshire Hathaway Inc.,B,Medium,250,926,NASDAQ,B,Medium,250,20230221,B,Medium,267,BRK-A,767,BB,Medium
US0758871091,USD,System.Object[],"Becton, Dickinson and Company",A,High,535,893,NYSE,BB,Medium,300,20230221,BB,Medium,309,BDX,1144,BBB,High
US0718131099,USD,System.Object[],Baxter International Inc.,A,High,570,869,NYSE,BB,Medium,330,20230221,BB,Medium,375,BAX,1275,A,High
US0708301041,USD,System.Object[],"Bath & Body Works, Inc.",A,High,530,73951,NYSE,BB,Medium,335,20230301,BB,Medium,328,BBWI,1193,BBB,High
US0605051046,USD,System.Object[],Bank of America Corporation,B,Medium,210,819,NYSE,B,Medium,255,20230221,BB,Medium,393,BAC,858,BB,Medium
US05722G1004,USD,System.Object[],Baker Hughes Company,BBB,High,435,71836,NYSE,BB,Medium,300,20230301,BB,Medium,302,BKR,1037,BBB,High
US0536111091,USD,System.Object[],Avery Dennison Corporation,A,High,540,727,NYSE,BB,Medium,320,20230221,BB,Medium,353,AVY,1213,A,High
US0534841012,USD,System.Object[],"AvalonBay Communities, Inc.",A,High,500,720,NYSE,BB,Medium,300,20230221,BB,Medium,300,AVB,1100,BBB,High
US0533321024,USD,System.Object[],"AutoZone, Inc.",B,Medium,235,715,NYSE,B,Medium,200,20230221,B,Medium,202,AZO,637,B,Medium
US0530151036,USD,System.Object[],"Automatic Data Processing, Inc.",A,High,520,713,NASDAQ,BB,Medium,300,20230221,BB,Medium,333,ADP,1153,BBB,High
US0527691069,USD,System.Object[],"Autodesk, Inc.",A,High,555,710,NASDAQ,BB,Medium,345,20230323,BB,Medium,327,ADSK,1227,A,High
US0495601058,USD,System.Object[],Atmos Energy Corporation,BBB,High,450,669,NYSE,BB,Medium,340,20230221,BB,Medium,333,ATO,1123,BBB,High
US00206R1023,USD,System.Object[],AT&T Inc.,B,Medium,220,643,NYSE,BB,Medium,300,20230221,B,Medium,200,T,720,B,Medium
US1924461023,USD,System.Object[],Cognizant Technology Solutions Corporation,A,High,555,1740,NASDAQ,BB,Medium,360,20230221,BB,Medium,310,CTSH,1225,A,High
US20030N1019,USD,System.Object[],Comcast Corporation,A,High,505,1766,NASDAQ,BB,Medium,300,20230221,BB,Medium,304,CMCSA,1109,BBB,High
US2003401070,USD,System.Object[],Comerica Incorporated,BB,Medium,398,1767,NYSE,B,Medium,235,20230221,BB,Medium,304,CMA,937,BBB,High
US2058871029,USD,System.Object[],"Conagra Brands, Inc.",A,High,525,1832,NYSE,BB,Medium,300,20230221,BB,Medium,326,CAG,1151,BBB,High
US20825C1045,USD,System.Object[],ConocoPhillips,AA,Excellent,600,1851,NYSE,BB,Medium,300,20230221,BB,Medium,321,COP,1221,A,High
US1941621039,USD,System.Object[],Colgate-Palmolive Company,A,High,540,1750,NYSE,BB,Medium,305,20230221,BB,Medium,300,CL,1145,BBB,High
US1912161007,USD,System.Object[],The Coca-Cola Company,A,High,500,1724,NYSE,BB,Medium,300,20230221,BB,Medium,300,KO,1100,BBB,High
US1258961002,USD,System.Object[],CMS Energy Corporation,BB,Medium,338,1711,NYSE,C,Low,75,20230221,BBB,High,434,CMS,847,BB,Medium
US1890541097,USD,System.Object[],The Clorox Company,AA,Excellent,635,1703,NYSE,BB,Medium,310,20230221,BB,Medium,326,CLX,1271,A,High
US1746101054,USD,System.Object[],"Citizens Financial Group, Inc.",BB,Medium,375,1658,NYSE,BB,Medium,336,20230221,BB,Medium,371,CFG,1082,BBB,High
US1729674242,USD,System.Object[],Citigroup Inc.,A,High,560,1650,NYSE,BB,Medium,310,20230221,BB,Medium,302,C,1172,BBB,High
US17275R1023,USD,System.Object[],"Cisco Systems, Inc.",B,Medium,235,73680,NASDAQ,B,Medium,230,20230301,A,High,540,CSCO,1005,BBB,High
US1729081059,USD,System.Object[],Cintas Corporation,A,High,500,1639,NASDAQ,BB,Medium,300,20230221,BB,Medium,300,CTAS,1100,BBB,High
US1720621010,USD,System.Object[],Cincinnati Financial Corporation,B,Medium,240,1634,NASDAQ,B,Medium,230,20230221,B,Medium,275,CINF,745,B,Medium
US1713401024,USD,System.Object[],"Church & Dwight Co., Inc.",A,High,590,1615,NYSE,BB,Medium,305,20230221,BB,Medium,301,CHD,1196,BBB,High
US1696561059,USD,System.Object[],"Chipotle Mexican Grill, Inc.",B,Medium,205,1600,NYSE,B,Medium,200,20230221,B,Medium,206,CMG,611,B,Medium
US1667641005,USD,System.Object[],CEMATRIX Corporation,CC,Low,110,11572,CVE,B,Medium,210,20230223,B,Medium,217,CVX,537,CCC,Low
US16119P1084,USD,System.Object[],"Charter Communications, Inc.",A,High,500,1493,NASDAQ,BB,Medium,300,20230221,BB,Medium,300,CHTR,1100,BBB,High
US8085131055,USD,System.Object[],The Charles Schwab Corporation,A,High,500,1491,NYSE,BB,Medium,300,20230221,BB,Medium,300,SCHW,1100,BBB,High
US1598641074,USD,System.Object[],"Charles River Laboratories International, Inc.",A,High,515,1490,NYSE,B,Medium,235,20230221,BB,Medium,322,CRL,1072,BBB,High
US1252691001,USD,System.Object[],"CF Industries Holdings, Inc.",AA,Excellent,656,1475,NYSE,BB,Medium,315,20230221,BB,Medium,370,CF,1341,A,High
US15189T1079,USD,System.Object[],"CenterPoint Energy, Inc.",BBB,High,479,1442,NYSE,B,Medium,230,20230221,BB,Medium,340,CNP,1049,BBB,High
US15135B1017,USD,System.Object[],Centene Corporation,A,High,523,1440,NYSE,BB,Medium,333,20230221,BB,Medium,303,CNC,1159,BBB,High
US1508701034,USD,System.Object[],Credito Emiliano,A,High,515,66704,BIT,BB,Medium,300,20230228,BB,Medium,315,CE,1130,BBB,High
US12514G1085,USD,System.Object[],CDW Corporation,BB,Medium,318,1413,NASDAQ,B,Medium,240,20230221,B,Medium,231,CDW,789,BB,Medium
US12504L1098,USD,System.Object[],"CBRE Group, Inc.",B,Medium,230,71856,NYSE,B,Medium,200,20230301,B,Medium,204,CBRE,634,B,Medium
US1491231015,USD,System.Object[],Caxton and CTP Publishers and Printers Limited,BB,Medium,363,25679,JSE,BB,Medium,300,20230226,B,Medium,272,CAT,935,BBB,High
US1488061029,USD,System.Object[],"Catalent, Inc.",BBB,High,488,1392,NYSE,BB,Medium,300,20230221,BB,Medium,303,CTLT,1091,BBB,High
US14448C1045,USD,System.Object[],Carrs Group plc,B,Medium,215,9649,LON,B,Medium,239,20230223,B,Medium,293,CARR,747,B,Medium
PA1436583006,USD,System.Object[],Carnival Corporation & Plc,A,High,535,1367,NYSE,BB,Medium,305,20230221,BB,Medium,306,CCL,1146,BBB,High
US1431301027,USD,System.Object[],"CarMax, Inc.",B,Medium,261,1365,NYSE,BB,Medium,300,20230221,B,Medium,218,KMX,779,BB,Medium
US14149Y1082,USD,System.Object[],"Cardinal Health, Inc.",A,High,540,1350,NYSE,BB,Medium,300,20230221,BB,Medium,313,CAH,1153,BBB,High
US25754A2015,USD,System.Object[],"Dominos Pizza, Inc.",B,Medium,205,2223,NYSE,B,Medium,200,20230222,B,Medium,218,DPZ,623,B,Medium
US25746U1097,USD,System.Object[],"Dominion Energy, Inc.",A,High,502,2220,NYSE,BB,Medium,310,20230222,BB,Medium,327,D,1139,BBB,High
US2567461080,USD,System.Object[],"Dollar Tree, Inc.",B,Medium,245,2217,NASDAQ,B,Medium,200,20230222,B,Medium,224,DLTR,669,B,Medium
US2566771059,USD,System.Object[],Dollar General Corporation,B,Medium,297,2216,NYSE,B,Medium,200,20230222,B,Medium,217,DG,714,B,Medium
US25470M1099,USD,System.Object[],DISH Network Corporation,B,Medium,205,2201,NASDAQ,B,Medium,215,20230222,B,Medium,261,DISH,681,B,Medium
US2547091080,USD,System.Object[],Discover Financial Services,BBB,High,420,2198,NYSE,BB,Medium,320,20230222,BB,Medium,329,DFS,1069,BBB,High
US2538681030,USD,System.Object[],"Digital Realty Trust, Inc.",A,High,520,2185,NYSE,BB,Medium,300,20230222,BB,Medium,319,DLR,1139,BBB,High
US25278X1090,USD,System.Object[],"Diamondback Energy, Inc.",BBB,High,467,2166,NASDAQ,BB,Medium,305,20230222,B,Medium,266,FANG,1038,BBB,High
US2521311074,USD,System.Object[],"DexCom, Inc.",B,Medium,225,2155,NASDAQ,B,Medium,205,20230222,B,Medium,227,DXCM,657,B,Medium
US25179M1036,USD,System.Object[],Devon Energy Corporation,BBB,High,445,2151,NYSE,BB,Medium,300,20230222,BB,Medium,301,DVN,1046,BBB,High
US24906P1093,USD,System.Object[],DENTSPLY SIRONA Inc.,A,High,530,2136,NASDAQ,BB,Medium,322,20230222,BB,Medium,302,XRAY,1154,BBB,High
US2473617023,USD,System.Object[],"Delta Air Lines, Inc.",A,High,525,2128,NYSE,BB,Medium,305,20230222,BB,Medium,343,DAL,1173,BBB,High
US2441991054,USD,System.Object[],Deere & Company,A,High,545,2117,NYSE,BB,Medium,305,20230222,BB,Medium,344,DE,1194,BBB,High
US2371941053,USD,System.Object[],"Darden Restaurants, Inc.",A,High,505,2082,NYSE,BB,Medium,300,20230221,BB,Medium,303,DRI,1108,BBB,High
US2358511028,USD,System.Object[],Danaher Corporation,A,High,525,2074,NYSE,BB,Medium,300,20230221,BB,Medium,309,DHR,1134,BBB,High
US23331A1097,USD,System.Object[],"D.R. Horton, Inc.",B,Medium,275,2054,NYSE,B,Medium,200,20230221,B,Medium,205,DHI,680,B,Medium
US1266501006,USD,System.Object[],CVS Health Corporation,A,High,505,2027,NYSE,BB,Medium,300,20230221,BB,Medium,321,CVS,1126,BBB,High
US2310211063,USD,System.Object[],Cummins Inc.,A,High,505,2012,NYSE,BB,Medium,305,20230221,BB,Medium,303,CMI,1113,BBB,High
US1264081035,USD,System.Object[],CSX Corporation,A,High,565,1999,NASDAQ,BB,Medium,321,20230221,BB,Medium,318,CSX,1204,A,High
US22822V1017,USD,System.Object[],Crown Castle International Corp. (REIT),A,High,530,1979,NYSE,BB,Medium,318,20230221,BB,Medium,336,CCI,1184,BBB,High
US22160K1051,USD,System.Object[],Costco Wholesale Corporation,A,High,545,1927,NASDAQ,B,Medium,205,20230221,BB,Medium,323,COST,1073,BBB,High
US22160N1090,USD,System.Object[],"CoStar Group, Inc.",BB,Medium,340,1925,NASDAQ,BB,Medium,300,20230221,B,Medium,299,CSGP,939,BBB,High
US22052L1044,USD,System.Object[],"Corteva, Inc.",AA,Excellent,608,71886,NYSE,BB,Medium,330,20230301,BB,Medium,306,CTVA,1244,A,High
US2193501051,USD,System.Object[],Corning Incorporated,BB,Medium,325,1904,NYSE,B,Medium,273,20230221,BB,Medium,300,GLW,898,BB,Medium
US2172041061,USD,System.Object[],"Copart, Inc.",B,Medium,230,1883,NASDAQ,B,Medium,205,20230221,B,Medium,202,CPRT,637,B,Medium
US2166484020,USD,System.Object[],"The Cooper Companies, Inc.",A,High,500,1878,NYSE,BB,Medium,300,20230221,BB,Medium,300,COO,1100,BBB,High
US21036P1084,USD,System.Object[],"Constellation Brands, Inc.",A,High,580,1860,NYSE,BB,Medium,313,20230221,BB,Medium,302,STZ,1195,BBB,High
US2091151041,USD,System.Object[],"Consolidated Edison, Inc.",AA,Excellent,600,1855,NYSE,BB,Medium,320,20230221,BBB,High,421,ED,1341,A,High
US29355A1079,USD,System.Object[],"Enphase Energy, Inc.",A,High,570,2494,NASDAQ,BB,Medium,340,20230222,BB,Medium,305,ENPH,1215,A,High
US29364G1031,USD,System.Object[],Entergy Corporation,BBB,High,430,2505,NYSE,BB,Medium,300,20230222,BB,Medium,312,ETR,1042,BBB,High
US26875P1012,USD,System.Object[],"EOG Resources, Inc.",A,High,522,2532,NYSE,B,Medium,240,20230222,B,Medium,252,EOG,1014,BBB,High
US2910111044,USD,System.Object[],Emerson Electric Co.,A,High,510,2428,NYSE,BB,Medium,305,20230222,BB,Medium,304,EMR,1119,BBB,High
US5324571083,USD,System.Object[],Eli Lilly and Company,A,High,500,2403,NYSE,BB,Medium,318,20230222,BB,Medium,322,LLY,1140,BBB,High
US2855121099,USD,System.Object[],Electronic Arts Inc.,BB,Medium,370,2391,NASDAQ,B,Medium,240,20230222,BB,Medium,306,EA,916,BBB,High
US28176E1082,USD,System.Object[],Edwards Lifesciences Corporation,BB,Medium,355,2366,NYSE,BB,Medium,300,20230222,BB,Medium,306,EW,961,BBB,High
US2810201077,USD,System.Object[],Edison International,A,High,511,2361,NYSE,BB,Medium,300,20230222,BBB,High,418,EIX,1229,A,High
US2788651006,USD,System.Object[],Ecolab Inc.,A,High,566,2350,NYSE,BB,Medium,355,20230222,BB,Medium,317,ECL,1238,A,High
US2786421030,USD,System.Object[],eBay Inc.,A,High,515,2336,NASDAQ,BB,Medium,300,20230222,BB,Medium,302,EBAY,1117,BBB,High
IE00B8KQN827,USD,System.Object[],Eaton Corporation plc,A,High,518,2325,NYSE,BB,Medium,305,20230222,BB,Medium,303,ETN,1126,BBB,High
US2774321002,USD,System.Object[],Eastman Chemical Company,AA,Excellent,648,2321,NYSE,BB,Medium,315,20230222,BB,Medium,313,EMN,1276,A,High
US23355L1061,USD,System.Object[],DXC Technology Company,A,High,505,71915,NYSE,BB,Medium,305,20230301,BB,Medium,311,DXC,1121,BBB,High
US26441C2044,USD,System.Object[],Duke Energy Corporation,A,High,533,2259,NYSE,BB,Medium,305,20230222,BB,Medium,371,DUK,1209,A,High
US2333311072,USD,System.Object[],DTE Energy Company,A,High,513,2253,NYSE,B,Medium,205,20230222,BB,Medium,348,DTE,1066,BBB,High
US2600031080,USD,System.Object[],Dover Corporation,A,High,500,2236,NYSE,BB,Medium,315,20230222,BB,Medium,335,DOV,1150,BBB,High
US23918K1088,USD,System.Object[],DaVita Inc.,BB,Medium,313,2100,NYSE,BB,Medium,305,20230222,BB,Medium,327,DVA,945,BBB,High
US3647601083,USD,System.Object[],"The Gap, Inc.",A,High,525,2998,NYSE,BB,Medium,305,20230222,BB,Medium,304,GPS,1134,BBB,High
CH0114405324,USD,System.Object[],Garmin Ltd.,B,Medium,205,3001,NASDAQ,B,Medium,205,20230222,B,Medium,200,GRMN,610,B,Medium
